-1023 	259 	132 	69 	38 	23 	16 	
-1022 	259 	132 	69 	38 	23 	16 	
-1021 	259 	132 	69 	38 	23 	16 	
-1020 	259 	132 	69 	38 	23 	16 	
-1019 	258 	132 	69 	38 	23 	16 	
-1018 	258 	132 	69 	38 	23 	16 	
-1017 	258 	132 	69 	38 	23 	16 	
-1016 	258 	132 	69 	38 	23 	16 	
-1015 	257 	131 	69 	38 	23 	16 	
-1014 	257 	131 	69 	38 	23 	16 	
-1013 	257 	131 	69 	38 	23 	16 	
-1012 	257 	131 	69 	38 	23 	16 	
-1011 	256 	131 	69 	38 	23 	16 	
-1010 	256 	131 	69 	38 	23 	16 	
-1009 	256 	131 	69 	38 	23 	16 	
-1008 	256 	131 	69 	38 	23 	16 	
-1007 	255 	130 	68 	38 	23 	16 	
-1006 	255 	130 	68 	38 	23 	16 	
-1005 	255 	130 	68 	38 	23 	16 	
-1004 	255 	130 	68 	38 	23 	16 	
-1003 	254 	130 	68 	38 	23 	16 	
-1002 	254 	130 	68 	38 	23 	16 	
-1001 	254 	130 	68 	38 	23 	16 	
-1000 	254 	130 	68 	38 	23 	16 	
-999 	253 	129 	68 	38 	23 	16 	
-998 	253 	129 	68 	38 	23 	16 	
-997 	253 	129 	68 	38 	23 	16 	
-996 	253 	129 	68 	38 	23 	16 	
-995 	252 	129 	68 	38 	23 	16 	
-994 	252 	129 	68 	38 	23 	16 	
-993 	252 	129 	68 	38 	23 	16 	
-992 	252 	129 	68 	38 	23 	16 	
-991 	251 	128 	67 	37 	23 	16 	
-990 	251 	128 	67 	37 	23 	16 	
-989 	251 	128 	67 	37 	23 	16 	
-988 	251 	128 	67 	37 	23 	16 	
-987 	250 	128 	67 	37 	23 	16 	
-986 	250 	128 	67 	37 	23 	16 	
-985 	250 	128 	67 	37 	23 	16 	
-984 	250 	128 	67 	37 	23 	16 	
-983 	249 	127 	67 	37 	23 	16 	
-982 	249 	127 	67 	37 	23 	16 	
-981 	249 	127 	67 	37 	23 	16 	
-980 	249 	127 	67 	37 	23 	16 	
-979 	248 	127 	67 	37 	23 	16 	
-978 	248 	127 	67 	37 	23 	16 	
-977 	248 	127 	67 	37 	23 	16 	
-976 	248 	127 	67 	37 	23 	16 	
-975 	247 	126 	66 	37 	23 	16 	
-974 	247 	126 	66 	37 	23 	16 	
-973 	247 	126 	66 	37 	23 	16 	
-972 	247 	126 	66 	37 	23 	16 	
-971 	246 	126 	66 	37 	23 	16 	
-970 	246 	126 	66 	37 	23 	16 	
-969 	246 	126 	66 	37 	23 	16 	
-968 	246 	126 	66 	37 	23 	16 	
-967 	245 	125 	66 	37 	23 	16 	
-966 	245 	125 	66 	37 	23 	16 	
-965 	245 	125 	66 	37 	23 	16 	
-964 	245 	125 	66 	37 	23 	16 	
-963 	244 	125 	66 	37 	23 	16 	
-962 	244 	125 	66 	37 	23 	16 	
-961 	244 	125 	66 	37 	23 	16 	
-960 	244 	125 	66 	37 	23 	16 	
-959 	243 	124 	65 	36 	22 	16 	
-958 	243 	124 	65 	36 	22 	16 	
-957 	243 	124 	65 	36 	22 	16 	
-956 	243 	124 	65 	36 	22 	16 	
-955 	242 	124 	65 	36 	22 	16 	
-954 	242 	124 	65 	36 	22 	16 	
-953 	242 	124 	65 	36 	22 	16 	
-952 	242 	124 	65 	36 	22 	16 	
-951 	241 	123 	65 	36 	22 	16 	
-950 	241 	123 	65 	36 	22 	16 	
-949 	241 	123 	65 	36 	22 	16 	
-948 	241 	123 	65 	36 	22 	16 	
-947 	240 	123 	65 	36 	22 	16 	
-946 	240 	123 	65 	36 	22 	16 	
-945 	240 	123 	65 	36 	22 	16 	
-944 	240 	123 	65 	36 	22 	16 	
-943 	239 	122 	64 	36 	22 	16 	
-942 	239 	122 	64 	36 	22 	16 	
-941 	239 	122 	64 	36 	22 	16 	
-940 	239 	122 	64 	36 	22 	16 	
-939 	238 	122 	64 	36 	22 	16 	
-938 	238 	122 	64 	36 	22 	16 	
