8	8	16851	8320	0.49	8224
16	8	14398	8320	0.58	3879
16	16	16255	8320	0.51	3825
32	8	12636	8320	0.66	2532
32	16	13412	8320	0.62	1617
32	32	14869	8320	0.56	1618
64	8	11659	8320	0.71	1484
64	16	11584	8320	0.72	1523
64	32	12523	8320	0.66	1446
64	64	13613	8320	0.61	1587
128	8	11573	8320	0.72	1972
128	16	10427	8320	0.80	1842
128	32	11089	8320	0.75	1612
128	64	11965	8320	0.70	2015
128	128	12837	8320	0.65	2467
256	8	11811	8320	0.70	2966
256	16	9617	8320	0.87	3114
256	32	9905	8320	0.84	2109
256	64	10521	8320	0.79	2285
256	128	11224	8320	0.74	2028
256	256	11901	8320	0.70	2216
512	8	12387	8320	0.67	4741
512	16	8922	8320	0.93	3302
512	32	8669	8320	0.96	3030
512	64	9092	8320	0.92	2724
512	128	9643	8320	0.86	2881
512	256	10234	8320	0.81	3126
512	512	10662	8320	0.78	3450
1024	8	12920	8320	0.64	8394
1024	16	8638	8320	0.96	4997
1024	32	7779	8320	1.07	4291
1024	64	8028	8320	1.04	4073
1024	128	8457	8320	0.98	4015
1024	256	8909	8320	0.93	4446
1024	512	9257	8320	0.90	4389
1024	1024	9599	8320	0.87	4824
2048	8	13041	8320	0.64	12982
2048	16	8531	8320	0.98	7588
2048	32	7396	8320	1.12	6907
2048	64	7523	8320	1.11	5453
2048	128	7841	8320	1.06	6541
2048	256	8191	8320	1.02	5673
2048	512	8500	8320	0.98	7304
2048	1024	8794	8320	0.95	6156
2048	2048	8873	8320	0.94	3973
4096	8	12019	8320	0.69	18636
4096	16	8540	8320	0.97	10414
4096	32	7482	8320	1.11	6757
4096	64	7509	8320	1.11	6413
4096	128	7692	8320	1.08	6363
4096	256	7909	8320	1.05	7863
4096	512	8074	8320	1.03	6552
4096	1024	8276	8320	1.01	4983
4096	2048	8356	8320	1.00	3456
4096	4096	8347	8320	1.00	259
